Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude;
Fontvieille,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Grotte-Dolmen de Bonnias,Chalcolithique,43.7086962351, 4.6846799348;
Fos-sur-Mer,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Chapelle Notre-Dame de la Mer,Haut-Empire,43.4326849426, 4.94568010961;
Arles,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Obelisque antique,1er siecle,43.6764228631, 4.62760640869;
Arles,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Amphitheatre ou Arenes,1er siecle,43.6777603468, 4.63092697671;
Fontvieille,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aqueduc de Barbegal,4e siecle,43.7082823584, 4.70653478243;
Fontvieille,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Vestiges romains de Caparon,1er siecle,43.7028382625, 4.72120175187;
Arles,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Remparts,1er siecle,43.677017298, 4.63303401647;
Arles,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aqueduc du Pont de Crau (restes),1er siecle,43.6637052813, 4.64857670631;
Marseille,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Grottes Cosquer de la Triperie du Figuier du Renard,Paleolithique,43.2049313175, 5.44936364503 de la Triperie du Figuier du Renard,Paleolithique,43.2049313175, 5.44936364503; du Renard,Paleolithique,43.2049313175, 5.44936364503
Marseille,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Oppidum de Verduron,Age du fer,43.3716139551, 5.33885593555;
Arras,Hauts-de-France,Pas-de-Calais,Vestiges archeologiques du complexe metroaque (temple de Cybele),3e siecle,50.2954563212, 2.76265157627;
Arras,Hauts-de-France,Pas-de-Calais,Vestiges de l'edifice paleochretien,Haut Moyen Age,50.287956, 2.767975;
Quiery-la-Motte,Hauts-de-France,Pas-de-Calais,Necropole merovingienne,Haut Moyen Age,50.362985, 2.985256;
Therouanne,Hauts-de-France,Pas-de-Calais,Groupe episcopal,7e siecle,50.64290085, 2.25322567106;
Amiens,Hauts-de-France,Somme,Gisement quaternaire,Paleolithique ancien,49.9025248832, 2.2361193931;
Abbeville,Hauts-de-France,Somme,Carriere Carpentier,Paleolithique ancien,50.1064396461, 1.84765297642;
Abbeville,Hauts-de-France,Somme,Carriere de Menchecourt,Paleolithique ancien,50.1182214665, 1.82361962944;
Cagny,Hauts-de-France,Somme,Gisement prehistorique,Paleolithique moyen,49.8574520548, 2.33994510821;
Armentieres-sur-Ourcq,Hauts-de-France,Aisne,Ponts Bernard (egalement sur commune de Breny),Temps modernes,49.185865, 3.384077;
Quierzy,Hauts-de-France,Aisne,Vestiges du site du prieure,Haut Moyen Age,49.570831, 3.150709;
Conde-sur-Suippe,Hauts-de-France,Aisne,Oppidum de Variscourt (egalement sur commune de Variscourt),Republique romaine,49.418683, 3.943966;
Catenoy,Hauts-de-France,Oise,Oppidum du Camp Cesar (eperon barre),Age du bronze,49.3611967672, 2.51957278042;
Bitry,Hauts-de-France,Oise,Eglise Saint-Sulpice et Saint-Antoine,9e siecle,49.4131847478, 3.07867771461;
Bavay,Hauts-de-France,Nord,Vestiges antiques,Haut-Empire,50.298715122, 3.79348844263;
Bavay,Hauts-de-France,Nord,Site archeologique gallo-romain,1er siecle,50.2993963636, 3.79157327425;
Bavay,Hauts-de-France,Nord,Enceinte medievale,Bas-Empire,50.291077, 3.80471;
Bray-Dunes,Hauts-de-France,Nord,Maison de la Dune,Age du fer 2,51.071719, 2.528026;
Lons-le-Saunier,Bourgogne-Franche-Comte,Jura,Tumulus,Chalcolithique,46.6685689628, 5.53305737594;
Pannessieres,Bourgogne-Franche-Comte,Jura,Villa gallo-romaine de Marcenay,Haut-Empire,46.6925770251, 5.59028069762;
Marigny,Bourgogne-Franche-Comte,Jura,Necropole tumulaire,Age du bronze,46.6789682506, 5.7730274124;
AmangeChatenois,Bourgogne-Franche-Comte,Jura,Grotte des Gorges,Paleolithique,47.1594961938, 5.55381547297Chatenois,Bourgogne-Franche-Comte,Jura,Grotte des Gorges,Paleolithique,47.1594961938, 5.55381547297;
Chassey-les-Montbozon,Bourgogne-Franche-Comte,Haute-Saone,Eglise paleochretienne,6e siecle,47.5152785463, 6.36687068518;
Membrey,Bourgogne-Franche-Comte,Haute-Saone,Ruines romaines,2e siecle,47.5691212129, 5.74473461624;
Luxeuil-les-Bains,Bourgogne-Franche-Comte,Haute-Saone,Atelier de potiers du Chatigny,Haut-Empire,47.8213091705, 6.38227326361;
Bouverans,Bourgogne-Franche-Comte,Doubs,Site du Fort Bachin (egalement sur commune de La Rivere-Drugeon),6e siecle,46.8593107304, 6.21810400698;
Mandeure,Bourgogne-Franche-Comte,Doubs,Theatre gallo-romain (vestiges),1er siecle,47.4489703266, 6.79659761546;
La Riviere-Drugeon,Bourgogne-Franche-Comte,Doubs,Site du Fort Bachin (egalement sur commune de Bouverans),Haut Moyen Age,46.877703, 6.205932;
Arcy-sur-Cure,Bourgogne-Franche-Comte,Yonne,Grottes prehistoriques,Paleolithique,47.5903876509, 3.76159103611;
Saint-More,Bourgogne-Franche-Comte,Yonne,Camp antique de Cora,6e siecle,47.5689350075, 3.76949020094;
Crain,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Etienne,Haut Moyen Age,47.5289771099, 3.55485841799;
Decize,Bourgogne-Franche-Comte,Nievre,Eglise Saint-Are,7e siecle,46.8278852786, 3.46110899542;
Arleuf,Bourgogne-Franche-Comte,Nievre,Theatre rural gallo-romain,2e siecle,47.0570862459, 4.00851516054;
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Temple de Janus,2e siecle,46.9612213106, 4.28850749864;
Mercurey,Bourgogne-Franche-Comte,Saone-et-Loire,Voie romaine,3e siecle,46.8364132375, 4.70648768756;
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Porte Saint-Andre,3e siecle,46.9577523686, 4.30601177468;
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Porte d'Arroux,3e siecle,46.953616, 4.306839;
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Pyramide de Couhard,2e siecle,46.9432635021, 4.31403111129;
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Theatre romain,Haut-Empire,46.9530654301, 4.31016021475;
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Pierre-l'Estrier (ancienne),9e siecle,46.9614750801, 4.32149658541;
Beurey-Bauguay,Bourgogne-Franche-Comte,Cote-d'Or,Fontaine gallo-romaine,3e siecle,47.2309754591, 4.43358971204;
Vitteaux,Bourgogne-Franche-Comte,Cote-d'Or,Camp de Myard ou Miard,Neolithique moyen,47.3843040263, 4.51867628274;
Flavigny-sur-Ozerain,Bourgogne-Franche-Comte,Cote-d'Or,Ancienne abbatiale Saint-Pierre de Flavigny,8e siecle,47.5114832704, 4.5301235699;
Poncey-sur-l'IgnonSource-Seine,Bourgogne-Franche-Comte,Cote-d'Or,Site archeologique et paysager des Sources de la Seine,Age du fer,47.4887121242, 4.71777136015Source-Seine,Bourgogne-Franche-Comte,Cote-d'Or,Site archeologique et paysager des Sources de la Seine,Age du fer,47.4887121242, 4.71777136015;
Cussy-la-Colonne,Bourgogne-Franche-Comte,Cote-d'Or,Colonne romaine,3e siecle,47.0468779944, 4.64195214318;
Dijon,Bourgogne-Franche-Comte,Cote-d'Or,Tour dite du Petit Saint-Benigne,9e siecle,47.3194262233, 5.04010675818;
Conflans-Sainte-Honorine,Ile-de-France,Yvelines,Prieure (ancien),9e siecle,48.9922333114, 2.0967590748;
Saint-Arnoult-en-Yvelines,Ile-de-France,Yvelines,Eglise Saint-Nicolas,9e siecle,48.5716589455, 1.94034654393;
Bonnieres-sur-Seine,Ile-de-France,Yvelines,Sepulture neolithique,Neolithique recent,49.0380350316, 1.58099969247;
Epone,Ile-de-France,Yvelines,Dolmen de la Justice,Neolithique recent,48.9702985821, 1.83217896981;
Brueil-en-Vexin,Ile-de-France,Yvelines,Allee sepulcrale de la Cave aux fees,Neolithique recent,49.035525092, 1.81496612443;
Guernes,Ile-de-France,Yvelines,Eglise Notre-Dame-de-lâ€™Assomption,1948-1954,49.009820373, 1.63651578884;
Jouarre,Ile-de-France,Seine-et-Marne,Abbaye Notre-Dame-de-Jouarre,7e siecle,48.926944, 3.131771;
Meaux,Ile-de-France,Seine-et-Marne,Sanctuaire gallo-romain de la Bauve,Haut-Empire,48.9668213719, 2.90138872633;
Meaux,Ile-de-France,Seine-et-Marne,Theatre antique,Haut-Empire,48.9674250618, 2.88227232027;
Provins,Ile-de-France,Seine-et-Marne,Ancienne abbaye ou prieure Saint-Ayoul,Haut Moyen Age,48.560145, 3.302766;
Clamart,Ile-de-France,Hauts-de-Seine,Menhir dit La Pierre-aux-Moines,Neolithique recent,48.7951629964, 2.24253555839;
Luzarches,Ile-de-France,Val-d'Oise,Eglise Saint-Come-Saint-Damien,Haut Moyen Age,49.1121223428, 2.4286082358;
Argenteuil,Ile-de-France,Val-d'Oise,Chapelle Saint-Jean,9e siecle,48.9410891849, 2.24775993898;
Herblay,Ile-de-France,Val-d'Oise,Eglise Saint-Martin,9e siecle,48.9874181617, 2.16010684776;
Guiry-en-Vexin,Ile-de-France,Val-d'Oise,Allee sepulcrale couverte neolithique dite du Bois Couturier,Neolithique recent,49.1176411562, 1.84403849159;
Montreuil-sur-Epte,Ile-de-France,Val-d'Oise,Dolmen de Coppiere,Neolithique recent,49.1635728521, 1.68484783999;
Arronville,Ile-de-France,Val-d'Oise,Allee couverte,Neolithique recent,49.1629437753, 2.12000385812;
Argenteuil,Ile-de-France,Val-d'Oise,Allee couverte des Deserts,Neolithique recent,48.9522262465, 2.28261178528;
Congerville-Thionville,Ile-de-France,Essonne,Dolmen,Neolithique recent,48.369463937, 1.98696505594;
Buno-Bonnevaux,Ile-de-France,Essonne,Sepulture neolithique,Neolithique recent,48.3519177026, 2.40207459123;
Verrieres-le-Buisson,Ile-de-France,Essonne,Gisements prehistoriques,Paleolithique,48.7541099296, 2.26132173523;
Buno-Bonnevaux,Ile-de-France,Essonne,Sepulture collective neolithique,Neolithique recent,48.3591619127, 2.39048453302;
Saint-Maur-des-Fosses,Ile-de-France,Val-de-Marne,Abbaye de Saint-Maur (ancienne),9e siecle,48.8125254156, 2.47558492895;
Paris 5e Arrondissement,Ile-de-France,Paris,Arenes de Lutece,2e siecle,48.8450785413, 2.3532385795;
Chatelperron,Auvergne-Rhone-Alpes,Allier,Deux grottes prehistoriques situees dans le domaine des Bernards,Paleolithique superieur,46.4117156314, 3.63851719888;
Bourbon-l'Archambault,Auvergne-Rhone-Alpes,Allier,Eglise Saint-Georges,9e siecle,46.5820170004, 3.05789022081;
Courzieu,Auvergne-Rhone-Alpes,Rhone,Oppidum du Chatelard,Age du fer,45.7340439213, 4.60152145157;
Lyon,Auvergne-Rhone-Alpes,Rhone,Tombeaux romains de Trion,2e siecle,45.7552322962, 4.8160854209;
Escorailles,Auvergne-Rhone-Alpes,Cantal,Fortifications de La Trizague,Haut Moyen Age,45.1764938606, 2.34034178897;
Aurillac,Auvergne-Rhone-Alpes,Cantal,Ancien chateau fort Saint-Etienne,9e siecle,44.9344318707, 2.44591566138;
Le Puy-en-Velay,Auvergne-Rhone-Alpes,Haute-Loire,Maison des Oeuvres,1er siecle,45.043713, 3.883633;
Langeac,Auvergne-Rhone-Alpes,Haute-Loire,Dolmen,Haut Moyen Age,45.0797972303, 3.44408561598;
Solignac-sur-Loire,Auvergne-Rhone-Alpes,Haute-Loire,Habitat prehistorique dit Abri Laborde ou Abri de Baume Vallee,Paleolithique moyen,44.944848525, 3.89356093478;
Saugues,Auvergne-Rhone-Alpes,Haute-Loire,Village medieval deserte de Montchauvet,Haut Moyen Age,44.9277034772, 3.43022723247;
Saint-Martin-d'Ardeche,Auvergne-Rhone-Alpes,Ardeche,grotte SombreÂ&nbsp grotte CastanieÂ&nbsp grotte de l'Olivier,Paleolithique,44.3184009414, 4.54826163575 grotte CastanieÂ&nbsp grotte de l'Olivier,Paleolithique,44.3184009414, 4.54826163575;
Le Pouzin,Auvergne-Rhone-Alpes,Ardeche,Pont romain,2e siecle,44.7566763409, 4.74607203097;
Viviers,Auvergne-Rhone-Alpes,Ardeche,Eglise paleochretienne,5e siecle,44.4804501287, 4.69112293887;
Alba-la-Romaine,Auvergne-Rhone-Alpes,Ardeche,Theatre gallo-romain,3e siecle,44.5552332535417, 4.59929971803384;
Saint-Martin-d'Ardeche,Auvergne-Rhone-Alpes,Ardeche,grotte du Figuier,Paleolithique,44.3197694095, 4.547094926;
Vagnas,Auvergne-Rhone-Alpes,Ardeche,Borne milliaire romaine,2e siecle,44.3512411982, 4.36494157518;
Vallon-Pont-d'Arc,Auvergne-Rhone-Alpes,Ardeche,Grotte d'Ebbou dite de Chamas,Paleolithique superieur,44.3742261905, 4.42641264474;
Vallon-Pont-d'Arc,Auvergne-Rhone-Alpes,Ardeche,grotte dite de la Bergerie de Charmasson,Paleolithique,44.3879397599, 4.41538648193;
Vallon-Pont-d'Arc,Auvergne-Rhone-Alpes,Ardeche,grotte du Bouchon,Paleolithique,44.3804084381, 4.42971216003;
Bourg-Saint-Andeol,Auvergne-Rhone-Alpes,Ardeche,Dolmen,Chalcolithique,44.3697454621, 4.57786256182;
Bidon,Auvergne-Rhone-Alpes,Ardeche,Grotte ornee dite grotte de la Tete du Lion,Paleolithique superieur,44.3276039795, 4.54857629076;
Vallon-Pont-d'Arc,Auvergne-Rhone-Alpes,Ardeche,grotte de la Cabre,Paleolithique,44.3651854647, 4.43897653469;
Saint-Andeol-de-Fourchades,Auvergne-Rhone-Alpes,Ardeche,Oppidum de la Fare,Age du fer 1,44.8642615253, 4.32539354083;
Saint-Martin-d'Ardeche,Auvergne-Rhone-Alpes,Ardeche,grotte HuchardÂ&nbsp grotte nÂ°1 du Ranc-Pointu,Paleolithique,44.3216484449, 4.5469409585 grotte nÂ°1 du Ranc-Pointu,Paleolithique,44.3216484449, 4.5469409585;
Vallon-Pont-d'Arc,Auvergne-Rhone-Alpes,Ardeche,grotte du Planchard,Paleolithique,44.3883111765, 4.41539601181;
Saint-Remeze,Auvergne-Rhone-Alpes,Ardeche,grotte des Potiers de Gaud,Paleolithique,44.3658617689, 4.45363423629;
Saint-Jean-de-Muzols,Auvergne-Rhone-Alpes,Ardeche,Autel,2e siecle,45.0832384759, 4.8151296498;
Saint-Martin-d'Ardeche,Auvergne-Rhone-Alpes,Ardeche,Grotte dite des Deux Ouvertures,Paleolithique,44.3220820116, 4.54758394927;
Le Teil,Auvergne-Rhone-Alpes,Ardeche,Borne milliaire de Melas,4e siecle,44.5590083648, 4.65076077437;
Bidon,Auvergne-Rhone-Alpes,Ardeche,Grotte de Saint-Marcel,Paleolithique moyen,44.375092, 4.535201;
Soyons,Auvergne-Rhone-Alpes,Ardeche,Grotte de Neron,Paleolithique moyen,44.8824753584, 4.84856208348;
Neuville-sur-Ain,Auvergne-Rhone-Alpes,Ain,Abri sous roche de la Colombiere,Chalcolithique,46.0857780015, 5.39796511329;
Notre-Dame-de-Mesage,Auvergne-Rhone-Alpes,Isere,Eglise paroissiale Saint-Firmin,8e siecle,45.0677093958, 5.75549513508;
Grenoble,Auvergne-Rhone-Alpes,Isere,Eglise Saint-Laurent,1er siecle,45.1976576065, 5.73149069562;
Mayres-Savel,Auvergne-Rhone-Alpes,Isere,Eglise Saint Jean-Baptiste,12e,44.8744255735, 5.72212531491;
Vienne,Auvergne-Rhone-Alpes,Isere,Oppidum romain du Pipet (ancien),3e siecle,45.527571, 4.895033;
Grenoble,Auvergne-Rhone-Alpes,Isere,Crypte archeologique,3e siecle,45.1929382268, 5.73179059334;
Panossas,Auvergne-Rhone-Alpes,Isere,Site antique ou villa antique dit des Buissieres,1er siecle,45.6671058869, 5.20330267861;
Faverges,Auvergne-Rhone-Alpes,Haute-Savoie,Eglise de Viuz-Faverges,5e siecle,45.754024621, 6.2921981749;
Sevrier,Auvergne-Rhone-Alpes,Haute-Savoie,Site archeologique du Cret-de-Chatillon immerge dans le lac d'Annecy,Age du bronze final,45.8603822802, 6.15562102642;
Sevrier,Auvergne-Rhone-Alpes,Haute-Savoie,Site archeologique des Mongets immerge dans le lac d'Annecy,Age du bronze ancien,45.8532483408, 6.15129659702;
La Balme-de-Thuy,Auvergne-Rhone-Alpes,Haute-Savoie,Abri sous roche denomme La Vieille Eglise,Age du bronze,45.9021274079, 6.28518710978;
Saint-Jorioz,Auvergne-Rhone-Alpes,Haute-Savoie,Site archeologique des Marais immerge dans le lac d'Annecy,Neolithique ancien,45.835281072, 6.182683632;
Annecy,Auvergne-Rhone-Alpes,Haute-Savoie,Site archeologique du Paquier immerge dans le lac d'Annecy,Neolithique recent,45.9021946332, 6.13894562693;
Vassieux-en-Vercors,Auvergne-Rhone-Alpes,Drome,Atelier de taille de silex,Chalcolithique,44.8650237564, 5.35597652001;
Die,Auvergne-Rhone-Alpes,Drome,Porte Saint-Marcel,2e siecle,44.7533195032, 5.37354228263;
Aiguebelette-le-Lac,Auvergne-Rhone-Alpes,Savoie,Site archeologique de Beau-Phare (ou Boffard) immerge dans le lac d'Aiguebelette,Neolithique recent,45.5433812367, 5.80474827069;
Novalaise,Auvergne-Rhone-Alpes,Savoie,Site archeologique du Gojat immerge dans le lac d'Aiguebelette,Neolithique recent,45.5631784528, 5.79890576696;
Saint-Pierre-de-Curtille,Auvergne-Rhone-Alpes,Savoie,Site archeologique de Hautecombe immerge dans le lac du Bourget,Neolithique moyen,45.7501326975, 5.84089406539;
Billieme,Auvergne-Rhone-Alpes,Savoie,Bloc cupulaire,Age du bronze,45.7241280808, 5.82322715585;
Conjux,Auvergne-Rhone-Alpes,Savoie,Site archeologique de Conjux-le-Port 3 immerge dans le lac du Bourget,Age du bronze final,45.7982520176, 5.8249145002;
Brison-Saint-Innocent,Auvergne-Rhone-Alpes,Savoie,Site archeologique de Gresine-est immerge dans le lac du Bourget,Age du bronze final,45.7357448929, 5.88814332636;
Brison-Saint-Innocent,Auvergne-Rhone-Alpes,Savoie,Site archeologique de Gresine-est immerge dans le lac du Bourget,Age du bronze final,45.7377200272, 5.88308133197;
Saint-Jean-d'Arvey,Auvergne-Rhone-Alpes,Savoie,Abri sous roche,Chalcolithique,45.5971545832, 5.99218449486;
Tresserve,Auvergne-Rhone-Alpes,Savoie,Site archeologique du Saut immerge dans le lac du Bourget,Age du bronze final,45.683922802, 5.89260100883;
Chindrieux,Auvergne-Rhone-Alpes,Savoie,Site archeologique de Chatillon immerge dans le lac du Bourget,Age du bronze final,45.7976913918, 5.85094301358;
Blanzat,Auvergne-Rhone-Alpes,Puy-de-Dome,Plateau dit des Cotes de Clermont (egalement sur communes de Clermont-Ferrand Durtol et Nohanent),Age du fer 2,45.832028, 3.076588 Durtol et Nohanent),Age du fer 2,45.832028, 3.076588;
Durtol,Auvergne-Rhone-Alpes,Puy-de-Dome,Plateau dit des Cotes de Clermont (egalement sur communes de Blanzat Clermont-Ferrand et Nohanent),Age du fer 2,45.793792, 3.051537 Clermont-Ferrand et Nohanent),Age du fer 2,45.793792, 3.051537;
Nohanent,Auvergne-Rhone-Alpes,Puy-de-Dome,Plateau dit des Cotes de Clermont (egalement sur communes de Blanzat Clermont-Ferrand et Durtol),Age du fer 2,45.810543, 3.05479 Clermont-Ferrand et Durtol),Age du fer 2,45.810543, 3.05479;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Plateau dit des Cotes de Clermont (egalement sur communes de Blanzat Durtol et Nohanent),Age du fer 2,45.786833, 3.107764 Durtol et Nohanent),Age du fer 2,45.786833, 3.107764;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Temple de Vasso Galate (murailles dites des Sarrasins),Haut-Empire,45.7760300928, 3.07846842173;
Jebsheim,Grand Est,Haut-Rhin,Eglise protestante Saint-Martin,9e siecle,48.1249456423, 7.47877125054;
Illfurth,Grand Est,Haut-Rhin,Chapelle Saint-Martin dite Burnkirch,7e siecle,47.6635569809, 7.26058188144;
Eguisheim,Grand Est,Haut-Rhin,Ancien chateau imperial dit de Saint-Leon-Pfalz ancien chateau des eveques de Strasbourg,8e siecle,48.0426578321, 7.30625034981 ancien chateau des eveques de Strasbourg,8e siecle,48.0426578321, 7.30625034981;
Metz,Grand Est,Moselle,Pont des Thermes,3e siecle,49.1230691267, 6.17647338678;
Metz,Grand Est,Moselle,Eglise Saint-Martin,3e siecle,49.1145039783, 6.17711691237;
Hayange,Grand Est,Moselle,Eperon barre du bois des Chenes,Age du fer,49.3292344138, 6.05504883088;
Metz,Grand Est,Moselle,Ancienne abbaye Saint-Pierre,7e siecle,49.115065465, 6.1693371314;
Tarquimpol,Grand Est,Moselle,Restes romains,3e siecle,48.7892688218, 6.75845413463;
Metz,Grand Est,Moselle,Eglise Sainte-Segolene,9e siecle,49.1215899635, 6.18045653199;
Saint-Etienne-les-Remiremont,Grand Est,Vosges,Ouvrage dit Pont des Fees (egalement sur commune de Saint-Ame),7e siecle,48.0239072826, 6.63355035844;
Grand,Grand Est,Vosges,Amphitheatre romain (ruines),3e siecle,48.3851445321, 5.49123150211;
Grand,Grand Est,Vosges,Basilique romaine (ruines) avec sa mosaique,3e siecle,48.3836331051, 5.48509729062;
Saint-Ame,Grand Est,Vosges,Ouvrage dit Pont des Fees (egalement sur commune de Saint-Etienne-les-Remiremont),7e siecle,48.022681, 6.652662;
Mairy-Mainville,Grand Est,Meurthe-et-Moselle,Eglise Saint-Martin-de-Mairy,3e siecle,49.3047787715, 5.86086549763;
Deneuvre,Grand Est,Meurthe-et-Moselle,Site archeologique du sanctuaire antique du Premier Silorit,Haut-Empire,48.4371740625, 6.73697018202;
Essey-les-Nancy,Grand Est,Meurthe-et-Moselle,Site archeologique de hauteur fortifie prehistorique,Age du fer,48.7160063769, 6.22727078712;
Messein,Grand Est,Meurthe-et-Moselle,Site archeologique de hauteur fortifie du Camp d'Affrique,Age du fer,48.6180489132, 6.14624086601;
Naix-aux-Forges,Grand Est,Meuse,Ruines romaines de Nasium,1er siecle,48.6308484019, 5.37433578511;
Bar-sur-Aube,Grand Est,Aube,Oppidum sur la colline Sainte-Germaine,Age du fer,48.217441013, 4.69812832062 sur la colline Sainte-Germaine,Age du fer,48.217441013, 4.69812832062;
Saint-Nicolas-la-Chapelle,Grand Est,Aube,Dolmen dit du Pavois,Neolithique recent,48.5258656372, 3.48659361561;
La Villeneuve-au-Chatelot,Grand Est,Aube,Site archeologique,Age du fer,48.5500338447, 3.60350400208;
Marcilly-le-Hayer,Grand Est,Aube,Dolmen,Neolithique recent,48.3537820628, 3.61777664772;
Barbuise,Grand Est,Aube,Dolmen des Greves de Fraicul,Neolithique recent,48.5398367681, 3.5543236544;
Marcilly-le-Hayer,Grand Est,Aube,Dolmen,Neolithique recent,48.3477739319, 3.62121653694;
Val-d'Orvin,Grand Est,Aube,Dolmen,Neolithique recent,48.362168, 3.576711;
Bourmont,Grand Est,Haute-Marne,Maison Renaissance,Temps modernes,48.193038825, 5.58793231979;
Langres,Grand Est,Haute-Marne,Maison Renaissance,Temps modernes,47.8641035904, 5.33263976806;
Cohons,Grand Est,Haute-Marne,Parcelle D 201 avec ses vestiges prehistoriques,Neolithique moyen,47.7855879436, 5.32910021815;
Saint-Marcel,Grand Est,Ardennes,Allee couverte de Â«GiraumontÂ»,Chalcolithique,49.7697020333, 4.54926372195;
La Cheppe,Grand Est,Marne,Camp romain,Age du fer 2,49.0497532589, 4.48768328941;
Barbonne-Fayel,Grand Est,Marne,Dolmen sous tumulus,Neolithique recent,48.6620123544, 3.7254885762;
La Chaussee-sur-Marne,Grand Est,Marne,Site archeologique des Pres La Linotte,Age du fer,48.8328120921, 4.50108594609;
Montmirail,Grand Est,Marne,Dolmen du Trou-du-Boeuf (restes),Neolithique recent,48.8822143146, 3.5292894109;
Villevenard,Grand Est,Marne,Grottes sepulcrales neolithiques,Neolithique recent,48.832847038, 3.80371198506;
Val-des-Marais,Grand Est,Marne,Dolmen,Neolithique recent,48.829395176, 3.98203225113;
Rosteig,Grand Est,Bas-Rhin,Trois pierres druidiques dites Dreipeterstein situees dans la foret domaniale,1er siecle,48.9535724704, 7.35411165385;
Mussig,Grand Est,Bas-Rhin,Necropole de tumulus protohistorique,Age du fer,48.2307219406, 7.50143477295;
Mutzig,Grand Est,Bas-Rhin,Gisement archeologique du lieudit Rain,Paleolithique moyen,48.5395628407, 7.44473766462;
Altorf,Grand Est,Bas-Rhin,Structure funeraire,Age du fer,48.531186, 7.543655;
Neuwiller-les-Saverne,Grand Est,Bas-Rhin,Ancienne abbaye benedictine,8e siecle,48.8234853888, 7.40543366879;
Dorlisheim,Grand Est,Bas-Rhin,Menhir dit Lange Stein,Age de fer,48.5311248309, 7.51531728113;
Vannes,Bretagne,Morbihan,Anciens remparts,4e siecle,47.6575222763, -2.75578479483;
Mohon,Bretagne,Morbihan,Camp des Rouets,Haut Moyen Age,48.0415551891, -2.51479811555;
Guiscriff,Bretagne,Morbihan,Tumulus,Age du bronze,48.0440815047, -3.6449535979;
Monteneuf,Bretagne,Morbihan,Site megalithique des Pierres Droites,Neolithique recent,47.8818941401, -2.18689370077;
Carnac,Bretagne,Morbihan,Tumulus circulaires,Age du bronze,47.6355510303, -3.06546712847;
Moustoir-Ac,Bretagne,Morbihan,Eglise Sainte-Barbe,6e siecle,47.8550040937, -2.83501653471;
Melrand,Bretagne,Morbihan,Tumulus de Saint-Fiacre,Age du bronze,48.0003036718, -3.09566408039;
Groix,Bretagne,Morbihan,Camp gaulois de la pointe de Kervedan,Age du fer,47.6394467175, -3.50455799921;
Locoal-Mendon,Bretagne,Morbihan,Lech de Pen-er-Pont,Age du fer,47.7048866996, -3.12896102791;
Baud,Bretagne,Morbihan,Statue dite Venus de Quinipily,1er siecle,47.8690262366, -3.03344064519;
Pontivy,Bretagne,Morbihan,Sepulture circulaire de l'age du fer,Age du fer,48.0630589984, -2.96831343272;
Carnac,Bretagne,Morbihan,Tumulus de Crucuny,Age du bronze,47.6187868579, -3.07412428592;
Locoal-Mendon,Bretagne,Morbihan,Lech Men-er-Menah,Age du fer,47.7038528619, -3.14692510197;
Guer,Bretagne,Morbihan,Chapelle Saint-Etienne,9e siecle,47.9050889383, -2.17143385327;
Langonnet,Bretagne,Morbihan,Tumulus de Kermain,Age du bronze,48.1086077707, -3.45475723579;
Saint-Coulomb,Bretagne,Ille-et-Vilaine,Retranchement de l'age du Fer et de la pointe de Meinga,Age du fer,48.696870957, -1.93640890691;
Langon,Bretagne,Ille-et-Vilaine,Chapelle Sainte-Agathe,3e siecle,47.7204651748, -1.848938158;
Comblessac,Bretagne,Ille-et-Vilaine,Temple romano-celtique heptagonal,1er siecle,47.8455447224, -2.09965320447;
Sainte-Trephine,Bretagne,Cotes-d'Armor,Tumulus de Kerlabour,Age du bronze,48.2786064571, -3.15234763094;
Caurel,Bretagne,Cotes-d'Armor,Sepulture megalithique dite dolmen de Corn-er-Houet,Neolithique recent,48.2262198771, -3.00789081731;
Bourbriac,Bretagne,Cotes-d'Armor,Dolmen de Kerivole (ou Kerivoa),Age du bronze,48.4381023818, -3.23100341018;
Bourbriac,Bretagne,Cotes-d'Armor,Dolmen sous tumulus de Danouedou (ou Tanouedou),Age du bronze,48.4568728415, -3.14926136099;
Paule,Bretagne,Cotes-d'Armor,Tumulus de Castellaouenan,Age du bronze,48.2117690828, -3.47159831705;
Laniscat,Bretagne,Cotes-d'Armor,Trois allees couvertes,Neolithique recent,48.2216576267, -3.12904558379;
